sido,city,gu,dong,apt,supply_year,supply_month,households,pyeong_info,brand
경기도,화성시,화성시 전체,산척동,동탄 꿈의숲 자연앤 데시앙(A78BL),2028,2028-06,1170,일반/국평형,경기주택도시공사
경상남도,진주시,진주시 전체,가좌동,아너스 웰가 진주,2028,2028-06,840,일반/국평형,신영부동산신탁 주식회사
경기도,평택시,평택시 전체,통복동,더 플래티넘 스카이헤론,2028,2028-06,784,일반/국평형,교보자산신탁(주)
부산광역시,부산광역시,강서구,강동동,에코델타시티 중흥S-클래스 에듀리버,2028,2028-06,728,일반/국평형,중흥에스클래스주식회사
인천광역시,인천광역시,연수구,송도동,힐스테이트 레이크 송도 5차,2028,2028-06,722,일반/국평형,송도랜드마크시티 유한회사
경기도,과천시,과천시 전체,주암동,과천주암지구 C2블록 신혼희망타운(공공분양)(본청약),2028,2028-06,686,일반/국평형,한국토지주택공사 경기남부지역본부
경기도,안성시,아양지구,B-2블록,안성 아양지구 B-2블록 금성백조 예미지,2028,2028-06,657,일반/국평형,(주)금성백조주택
경기도,남양주시,남양주시 전체,진접읍,왕숙 푸르지오 더 퍼스트 2단지 공공분양주택(본청약),2028,2028-06,587,일반/국평형,한국토지주택공사
울산광역시,울산광역시,남구,신정동,힐스테이트 문수로 센트럴,2028,2028-06,566,일반/국평형,한국투자부동산신탁 주식회사
경기도,의정부시,의정부시 전체,녹양동,의정부우정 A1블록 공공분양주택(본청약),2028,2028-06,538,일반/국평형,한국토지주택공사 경기북부지역본부
강원특별자치도,원주시,원주시 전체,남원주역세권,원주역 중흥S-클래스,2028,2028-06,508,일반/국평형,중봉건설 주식회사
충청북도,청주시,상당구,남주동,청주 남주 대원칸타빌 더 시엘,2028,2028-06,460,일반/국평형,남주동8구역 가로주택정비사업조합
부산광역시,부산광역시,동구,범일2동,e편한세상 범일 국제금융시티,2028,2028-06,384,일반/국평형,범일3구역재개발정비사업조합
전북특별자치도,전주시,덕진구,송천동,송천 아르티엠 더 숲,2028,2028-06,244,일반/국평형,주식회사 우경주택건설
경기도,고양시,일산동구,식사동,식사 푸르지오 파크센트,2028,2028-06,36,일반/국평형,식사동지역주택조합
경기도,고양시,일산동구,식사동,식사 푸르지오 파크센트(조합원 취소분),2028,2028-06,23,일반/국평형,식사동지역주택조합
경기도,수원시,장안구,이목동,북수원이목지구 대방 디에트르 더 리체Ⅱ(A3BL),2028,2028-05,1744,일반/국평형,"디비토건(주),디비하우징(주),디비종합개발(주)"
경기도,평택시,평택시 전체,장안동,브레인시티 메디스파크 로제비앙 모아엘가,2028,2028-05,1215,일반/국평형,주식회사 디케이월드
경기도,군포시,벌터·마벨지구,금정동,금정역 푸르지오 그랑블,2028,2028-05,1072,일반/국평형,(주)무궁화신탁
경기도,이천시,이천시 전체,부발읍,이천 부발역 에피트,2028,2028-05,671,일반/국평형,한국투자부동산신탁 주식회사
충청북도,청주시,서원구,장성동,신분평 더웨이시티 제일풍경채,2028,2028-05,655,일반/국평형,유한회사 에이치엠서빈
울산광역시,울산광역시,울주군,범서읍,울산다운2지구 A-10블록 공공분양주택,2028,2028-05,579,일반/국평형,한국토지주택공사 부산울산지역본부
대전광역시,대전광역시,유성구,봉명동,유성 하늘채 하이에르,2028,2028-05,562,일반/국평형,코리아신탁(주)
경기도,남양주시,남양주시 전체,진접읍,왕숙 푸르지오 더 퍼스트 1단지 공공분양주택(본청약),2028,2028-05,560,일반/국평형,한국토지주택공사
경기도,군포시,군포시 전체,군포대야미,대야미역 금강펜테리움 레이크포레(B1BL),2028,2028-05,452,일반/국평형,(주)금강주택
울산광역시,울산광역시,남구,야음동,울산 호수공원 에일린의 뜰 1단지,2028,2028-05,310,일반/국평형,아이에스동서(주)
부산광역시,부산광역시,연제구,연산동,센텀파크 SK VIEW,2028,2028-05,309,일반/국평형,우리자산신탁 주식회사
경기도,안성시,안성시 전체,옥산동,안성 아양지구 B-3-1BL 영무예다음,2028,2028-05,288,일반/국평형,주식회사 더와이
충청북도,충주시,충주시 전체,연수동,충주연수 경남아너스빌 센터원,2028,2028-05,243,일반/국평형,에스엠자산개발(주)건설부문
경기도,안양시,만안구,박달2동,호현 센트럴 아이파크,2028,2028-05,144,일반/국평형,신한아파트 재건축정비사업조합
부산광역시,부산광역시,남구,대연동,경성대부경대역 비스타동원 더 프리미엄,2028,2028-05,103,일반/국평형,대연맨션소규모주택재건축정비사업조합
경기도,평택시,평택시 전체,장안동,브레인시티 푸르지오,2028,2028-04,1990,일반/국평형,(주)평택브레인시티3피에프브이
인천광역시,인천광역시,미추홀구,학익동,시티오씨엘 6단지,2028,2028-04,1734,일반/국평형,신한자산신탁 주식회사
경기도,여주시,여주시 전체,홍문동,여주역 로제비앙 더센텀,2028,2028-04,744,일반/국평형,주식회사 세종아이앤디
경기도,수원시,권선구,당수1지구,엘리프 한신더휴 수원 D3블록(본청약),2028,2028-04,640,일반/국평형,"수원당수피에프브이 주식회사,계룡건설산업(주)"
인천광역시,인천광역시,연수구,송도동,송도자이풍경채 그라노블 5단지,2028,2028-04,610,일반/국평형,송도국제화복합단지개발(주)
인천광역시,인천광역시,연수구,송도동,송도자이풍경채 그라노블 3단지,2028,2028-04,597,일반/국평형,송도국제화복합단지개발(주)
인천광역시,인천광역시,연수구,송도동,송도자이풍경채 그라노블 4단지,2028,2028-04,504,일반/국평형,송도국제화복합단지개발(주)
인천광역시,인천광역시,중구,사동,e편한세상 동인천 베이프런트,2028,2028-04,492,일반/국평형,인천여상주변재개발정비사업조합
경기도,양평군,양평군 전체,양평읍,효성해링턴 플레이스 양평,2028,2028-04,455,일반/국평형,(주)한국토지신탁
경기도,의왕시,의왕시 전체,월암동,의왕월암 A-3블록 신혼희망타운(공공분양)(본청약),2028,2028-04,424,일반/국평형,한국토지주택공사 경기남부지역본부
경기도,의왕시,의왕시 전체,청계동,의왕청계2 A1블록 신혼희망타운(공공분양)(본청약),2028,2028-04,320,일반/국평형,한국토지주택공사 경기남부지역본부
경기도,성남시,수정구,복정동,성남복정1지구 B1블록 복정역 에피트,2028,2028-04,315,일반/국평형,성남복정1피에프브이(주)
강원특별자치도,"무실동,","무실동, 전체",판부면,원주무실지구 A-2블록 공공분양주택,2028,2028-04,295,일반/국평형,한국토지주택공사 강원지역본부
광주광역시,광주광역시,동구,산수동,무등산 경남아너스빌 디원,2028,2028-04,293,일반/국평형,에스엠스틸(주) 건설부문
경기도,남양주시,남양주시 전체,진접읍,남양주진접2지구 B-1블록 공공분양(본청약),2028,2028-04,260,일반/국평형,한국토지주택공사 경기북부지역본부
경기도,남양주시,남양주시 전체,진접읍,남양주진접2 지구 A-4블록 신혼희망타운(공공분양) 입주자모집(본청약),2028,2028-04,255,일반/국평형,한국토지주택공사 경기북부지역본부
경기도,남양주시,남양주시 전체,진접읍,남양주진접2 지구 A-3블록 신혼희망타운(공공분양)(본청약),2028,2028-04,208,일반/국평형,한국토지주택공사 경기북부지역본부
인천광역시,인천광역시,연수구,청학동,송도역 한신더휴 프레스턴,2028,2028-04,208,일반/국평형,송도영남아파트주택재건축정비사업조합
서울특별시,서울특별시,동작구,사당동,힐스테이트 이수역센트럴,2028,2028-04,170,일반/국평형,사당3동지역주택조합
인천광역시,인천광역시,부평구,삼산동,두산위브 더센트럴 부평,2028,2028-04,141,일반/국평형,삼산대보아파트구역주택재건축정비사업조합
제주특별자치도,제주시,제주시 전체,연동,이안 연동스퀘어,2028,2028-04,96,일반/국평형,주식회사 아델
경기도,의왕시,의왕시 전체,월암동,의왕월암 A-3블록 신혼희망타운(공공분양) 추가입주자 모집,2028,2028-04,77,일반/국평형,한국토지주택공사 경기남부지역본부
인천광역시,인천광역시,부평구,삼산동,두산위브 더센트럴 부평(조합원 취소분),2028,2028-04,41,일반/국평형,삼산대보아파트구역주택재건축정비사업조합
경기도,남양주시,남양주시 전체,진접읍,남양주진접2지구 A-4블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,2028,2028-04,5,일반/국평형,한국토지주택공사 경기북부지역본부
충청남도,아산시,아산시 전체,탕정면,탕정 푸르지오 센터파크,2028,2028-03,1416,일반/국평형,(주)대우건설
부산광역시,부산광역시,강서구,강동동,에코델타시티 아테라(24BL),2028,2028-03,1025,일반/국평형,"부산도시공사,금호건설주식회사,주식회사대성문,수근종합건설(주),주식회사가화건설,(주)다원앤컴퍼니"
경기도,고양시,일산동구,장항동,고양장항지구 S-1블록 공공분양주택 (본청약),2028,2028-03,869,일반/국평형,한국토지주택공사 경기북부지역본부
충청북도,청주시,상당구,지북동,청주지북지구 B1블록 공공분양주택,2028,2028-03,757,일반/국평형,한국토지주택공사 충북지역본부
세종특별자치시,합강동,합강동 전체,22-28번지,세종 5-1 양우내안애 아스펜,2028,2028-03,698,일반/국평형,(주)무궁화신탁
인천광역시,인천광역시,미추홀구,학익동,인하대역 푸르지오 에듀포레,2028,2028-03,689,일반/국평형,학익3구역주택재개발정비사업조합
인천광역시,인천광역시,서구,검단신도시,엘리프 검단 포레듀(AA32블록),2028,2028-03,669,일반/국평형,계룡건설산업(주)
충청북도,청주시,상당구,방서동,동남 하늘채 에디크 공공분양주택,2028,2028-03,650,일반/국평형,한국토지주택공사
전북특별자치도,전주시,완산구,평화동,전주 라온프라이빗 퍼스티브,2028,2028-03,507,일반/국평형,코리아신탁(주)
경상남도,김해시,김해시 전체,진례면,김해진례 C-1블록 공공분양주택,2028,2028-03,387,일반/국평형,한국토지주택공사 경남지역본부
인천광역시,인천광역시,강화군,선원면,두산위브 센트럴파크 강화,2028,2028-03,371,일반/국평형,강화2지역주택조합
울산광역시,울산광역시,남구,신정동,문수로 센트레빌 에듀리체,2028,2028-03,368,일반/국평형,(주)영우디앤씨
경기도,남양주시,남양주시 전체,와부읍,덕소역 라온프라이빗 리버포레,2028,2028-03,348,일반/국평형,덕소2구역주택재개발정비사업조합
대전광역시,대전광역시,서구,월평동,둔산 해링턴 플레이스 리버파크,2028,2028-03,336,일반/국평형,우리자산신탁 주식회사
경기도,평택시,평택시 전체,팽성읍,더 플래티넘 파인애비뉴,2028,2028-03,321,일반/국평형,평택송화지구현대지역주택조합
전라남도,해남군,해남군 전체,해남읍,해남 남외리 정하 에코프라임,2028,2028-03,305,일반/국평형,"정하에스테이트(주),정하토건(주)"
서울특별시,서울특별시,은평구,갈현동,연신내 양우내안애 퍼스티지,2028,2028-03,239,일반/국평형,코리아신탁(주)
경기도,용인시,기흥구,영덕동,용인 플랫폼시티 라온프라이빗 아르디에,2028,2028-03,238,일반/국평형,코리아신탁(주)
강원특별자치도,춘천시,춘천시 전체,약사동,쌍용 더 플래티넘 스카이,2028,2028-03,228,일반/국평형,대한토지신탁(주)
강원특별자치도,강릉시,강릉시 전체,홍제동,강릉 영무예다음 어반포레,2028,2028-03,148,일반/국평형,홍제지역주택조합
부산광역시,부산광역시,기장군,기장읍,기장 이진캐스빌 포레,2028,2028-03,138,일반/국평형,이진종합건설(주)
서울특별시,서울특별시,영등포구,당산동,e편한세상 당산 리버파크,2028,2028-03,111,일반/국평형,유원제일1차아파트 주택재건축정비사업조합
경기도,부천시,오정구,원종동,중앙하이츠 원종역,2028,2028-03,78,일반/국평형,원종동성락아파트가로주택정비사업조합
경기도,김포시,김포시 전체,북변동,한강 수자인 오브센트,2028,2028-02,2116,일반/국평형,북변4구역주택재개발정비사업조합
경기도,용인시,처인구,남동,용인 푸르지오 원클러스터 2단지,2028,2028-02,1804,일반/국평형,코리아신탁(주)
충청남도,천안시,서북구,업성동,e편한세상 성성호수공원,2028,2028-02,1498,일반/국평형,주식회사 하나자산신탁
충청남도,아산시,아산시 전체,탕정면,아산탕정자이 센트럴시티(A2BL),2028,2028-02,1238,일반/국평형,교보자산신탁(주)
경기도,양주시,양주시 전체,남방동,양주역 푸르지오 센터파크,2028,2028-02,1172,일반/국평형,(주)대우건설
울산광역시,울산광역시,남구,신정동,라엘에스,2028,2028-02,1073,일반/국평형,남구비08구역주택재개발정비사업조합
충청남도,천안시,서북구,성성동,성성자이 레이크파크,2028,2028-02,883,일반/국평형,교보자산신탁(주)
경기도,양주시,회천지구,A10-1BL,회천중앙역 파라곤,2028,2028-02,845,일반/국평형,주식회사 이지건설
경기도,이천시,이천시 전체,부발읍,부발역 에피트 에디션,2028,2028-02,706,일반/국평형,에이치엘디앤아이한라 주식회사
경기도,고양시,덕양구,주교동,고양 더샵포레나,2028,2028-02,636,일반/국평형,원당1구역주택재개발정비사업조합
충청북도,청주시,흥덕구,문암동,청주테크노폴리스 아테라 2차(A7BL),2028,2028-02,576,일반/국평형,청주테크노폴리스주택개발피에프브이(주)
경상남도,김해시,김해시 전체,진례면,김해 진례지구 C-2BL 디에트르(사전청약),2028,2028-02,502,일반/국평형,대방하우징(주)
울산광역시,울산광역시,남구,야음동,힐스테이트 선암호수공원 1단지,2028,2028-02,438,일반/국평형,교보자산신탁(주)
세종특별자치시,합강동,합강동 전체,5101-9번지,엘리프 세종 스마트시티,2028,2028-02,424,일반/국평형,"계룡건설산업(주),(주)원건설산업,(주)동광도시건설"
전북특별자치도,전주시,덕진구,고랑동,북전주 광신프로그레스,2028,2028-02,352,일반/국평형,(주)광신주택
경기도,평택시,평택시 전체,고덕동,고덕 자연앤 하우스디(A4BL)(국민),2028,2028-02,328,일반/국평형,경기주택도시공사
경기도,용인시,처인구,남동,용인 푸르지오 원클러스터 3단지,2028,2028-02,239,일반/국평형,코리아신탁(주)
충청남도,천안시,서북구,성성동,성성자이 레이크파크(2회차),2028,2028-02,221,일반/국평형,교보자산신탁(주)
울산광역시,울산광역시,남구,야음동,힐스테이트 선암호수공원 2단지,2028,2028-02,193,일반/국평형,교보자산신탁(주)
경기도,평택시,평택시 전체,고덕동,고덕 자연앤 하우스디(A4BL)(민영),2028,2028-02,189,일반/국평형,경기주택도시공사
경기도,화성특례시,화성특례시 전체,동탄2,동탄 그웬 160 (동탄2 B11BL),2028,2028-02,160,일반/국평형,코리아신탁(주)
충청남도,서산시,서산시 전체,읍내동,서산 휴리움 레이크파크,2028,2028-02,150,일반/국평형,서부연립가로주택정비사업조합
경기도,평택시,평택시 전체,장안동,평택 브레인시티 한신더휴,2028,2028-01,991,일반/국평형,한신브레인시티피에프브이(주)
인천광역시,인천광역시,연수구,옥련동,래미안 센트리폴(2BL),2028,2028-01,819,일반/국평형,삼성물산(주)
경기도,고양시,덕양구,원흥동,고양창릉지구 S-5블록 공공분양주택(본청약),2028,2028-01,759,일반/국평형,한국토지주택공사 경기북부지역본부
인천광역시,인천광역시,연수구,옥련동,래미안 센트리폴(1BL),2028,2028-01,706,일반/국평형,삼성물산(주)
경기도,고양시,덕양구,원흥동,고양창릉지구 A-4블록 신혼희망타운(공공분양)(본청약),2028,2028-01,603,일반/국평형,한국토지주택공사 경기북부지역본부
경기도,평택시,평택시 전체,합정동,힐스테이트 평택역센트럴시티,2028,2028-01,599,일반/국평형,합정주공835번지일대주택재건축 정비사업 조합
충청북도,청주시,흥덕구,문암동,청주테크노폴리스 힐데스하임 더원(S3블록),2028,2028-01,543,일반/국평형,주식회사 청주테크노폴리스에스쓰리피에프브이
울산광역시,울산광역시,남구,무거동,무거 비스타동원,2028,2028-01,481,일반/국평형,"(주)동원개발,(주)세명종합개발"
경기도,부천시,부천시 전체,대장동,부천대장 A7블록 공공분양(본청약),2028,2028-01,473,일반/국평형,한국토지주택공사 인천지역본부
충청남도,논산시,논산시 전체,취암동,트리븐 논산,2028,2028-01,429,일반/국평형,(주)한국토지신탁
경기도,부천시,오정구,대장동,부천대장 A8블록 공공분양(본청약),2028,2028-01,392,일반/국평형,한국토지주택공사 인천지역본부
경기도,부천시,오정구,원종동,엘리프 원종,2028,2028-01,98,일반/국평형,원종공항연립가로주택정비사업조합
경기도,안양시,만안구,석수동,만안역 중앙하이츠 포레,2028,2028-01,47,일반/국평형,석수동적성아파트가로주택정비사업조합
광주광역시,광주광역시,남구,송하동,광주 송암공원 중흥S-클래스 SK VIEW,2027,2027-12,1575,일반/국평형,케이비부동산신탁(주)
경기도,성남시,중원구,중앙동,해링턴 스퀘어 신흥역,2027,2027-12,1319,일반/국평형,성남중1구역 도시환경정비사업조합
경기도,성남시,수정구,산성동,산성역 헤리스톤,2027,2027-12,1224,일반/국평형,산성구역주택재개발정비사업조합
대전광역시,대전광역시,유성구,학하동,힐스테이트 도안리버파크 3단지,2027,2027-12,1223,일반/국평형,주식회사 하나자산신탁
인천광역시,인천광역시,연수구,옥련동,래미안 센트리폴(3BL),2027,2027-12,1024,일반/국평형,삼성물산(주)
인천광역시,인천광역시,서구,검단신도시,검단신도시 푸르지오 더 파크,2027,2027-12,919,일반/국평형,주식회사 하나자산신탁
충청남도,천안시,서북구,성성동,천안 아이파크 시티,2027,2027-12,892,일반/국평형,신한자산신탁 주식회사
경기도,평택시,평택시 전체,평택브레인시티,평택 브레인시티 수자인,2027,2027-12,889,일반/국평형,주식회사 비에스산업
경기도,김포시,김포시 전체,북변동,김포 북변 우미 린 파크리브,2027,2027-12,831,일반/국평형,북변3구역주택재개발정비사업조합
충청남도,아산시,아산시 전체,탕정면,아산탕정자이 퍼스트시티,2027,2027-12,797,일반/국평형,교보자산신탁(주)
경기도,양주시,양주시 전체,덕계동,덕계역 한신더휴 포레스트,2027,2027-12,724,일반/국평형,한국자산신탁(주)
경기도,의왕시,의왕시 전체,월암동,의왕 월암지구 대방 디에트르 레이크파크,2027,2027-12,702,일반/국평형,디비건설(주)
경기도,용인시,처인구,남사읍,힐스테이트 용인마크밸리,2027,2027-12,660,일반/국평형,(주)무궁화신탁
경기도,의정부시,의정부시 전체,금오동,의정부 푸르지오 클라시엘,2027,2027-12,656,일반/국평형,우리자산신탁 주식회사
경기도,안양시,동안구,비산3동,평촌자이 퍼스니티,2027,2027-12,570,일반/국평형,뉴타운맨션삼호아파트지구주택재건축정비사업조합
경기도,군포시,군포시 전체,군포대야미,군포대야미 대방 디에트르 시그니처(B3BL),2027,2027-12,568,일반/국평형,대방건설(주)외1
경기도,수원시,권선구,당수1지구,엘리프 한신더휴 수원 C3블록(본청약),2027,2027-12,440,일반/국평형,"수원당수피에프브이 주식회사,계룡건설산업(주)"
경기도,고양시,덕양구,원흥동,고양창릉지구 S-6블록 공공분양주택(본청약),2027,2027-12,430,일반/국평형,한국토지주택공사 경기북부지역본부
부산광역시,부산광역시,기장군,장안읍,부산 장안지구 우미 린 프리미어,2027,2027-12,419,일반/국평형,(주)우미글로벌
충청남도,천안시,서북구,두정동,천안 두정역 양우내안애 퍼스트로,2027,2027-12,416,일반/국평형,광문개발(주)
경기도,평택시,평택시 전체,현덕면,평택화양 서희스타힐스 센트럴파크 2차,2027,2027-12,390,일반/국평형,평택화양센트럴지역주택조합
부산광역시,부산광역시,사하구,감천동,사하 경남아너스빌 시그니처,2027,2027-12,380,일반/국평형,(주)티케이케미칼
충청남도,천안시,서북구,성성동,천안 아이파크 시티 1단지(2회차),2027,2027-12,234,일반/국평형,신한자산신탁 주식회사
경기도,성남시,분당구,정자동,더샵 분당하이스트,2027,2027-12,143,일반/국평형,느티마을4단지 리모델링주택조합
경상남도,창원시,성산구,신촌동,성산 더리브 포레스트,2027,2027-12,143,일반/국평형,교보자산신탁(주)
서울특별시,서울특별시,강동구,둔촌동,올림픽파크 서한포레스트,2027,2027-12,109,일반/국평형,(주)원천기업
광주광역시,광주광역시,남구,봉선동,봉선동 르오네뜨 2차,2027,2027-12,56,일반/국평형,남해종합건설 주식회사
인천광역시,인천광역시,계양구,효성동,계양 롯데캐슬 파크시티 1단지,2027,2027-11,1964,일반/국평형,케이비부동산신탁(주)
강원특별자치도,원주시,원주시 전체,원동,원주 푸르지오 더 센트럴,2027,2027-11,1273,일반/국평형,원동다박골주택재개발정비사업조합
인천광역시,인천광역시,계양구,효성동,계양 롯데캐슬 파크시티 2단지(공 4블럭),2027,2027-11,1089,일반/국평형,케이비부동산신탁(주)
울산광역시,울산광역시,남구,야음동,번영로 하늘채 라크뷰,2027,2027-11,803,일반/국평형,(주)무궁화신탁
경기도,성남시,수정구,금토동,성남금토 A-4블록 신혼희망타운(공공분양)(본청약),2027,2027-11,766,일반/국평형,한국토지주택공사 경기남부지역본부
경기도,파주시,파주시 전체,문산읍,문산역3차 동문 디 이스트 센트럴,2027,2027-11,748,일반/국평형,파주문산3리지구 주택재개발정비사업조합
경기도,의정부시,의정부시 전체,금오동,의정부 롯데캐슬 나리벡시티,2027,2027-11,671,일반/국평형,신한자산신탁주식회사
제주특별자치도,제주시,제주시 전체,오라이동,위파크 제주 2단지,2027,2027-11,643,일반/국평형,신영부동산신탁 주식회사
경기도,부천시,부천시 전체,부천대장,e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양),2027,2027-11,638,일반/국평형,한국토지주택공사
제주특별자치도,제주시,제주시 전체,오라이동,위파크 제주 1단지,2027,2027-11,617,일반/국평형,신영부동산신탁 주식회사
경기도,안산시,단원구,고잔동,롯데캐슬 시그니처 중앙,2027,2027-11,511,일반/국평형,주공5단지2구역주택재건축정비사업조합
대전광역시,대전광역시,중구,문화동,대전 문화공원 수자인,2027,2027-11,509,일반/국평형,케이비부동산신탁(주)
경기도,부천시,부천시 전체,부천대장,e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양),2027,2027-11,461,일반/국평형,한국토지주택공사인천지역본부
경기도,의왕시,의왕시 전체,월암동,의왕월암 A-1블록 신혼희망타운(공공분양)(본청약),2027,2027-11,446,일반/국평형,한국토지주택공사 경기남부지역본부
경기도,광명시,광명시 전체,소하동,광명 유승한내들 라포레,2027,2027-11,444,일반/국평형,(주)유승종합건설
경기도,오산시,오산시 전체,벌음동,오산 세교2지구 A12블록 공공분양주택 입주자모집,2027,2027-11,433,일반/국평형,"금호건설(주),한국토지주택공사"
대전광역시,대전광역시,동구,가오동,대전 롯데캐슬 더퍼스트,2027,2027-11,394,일반/국평형,가오동2구역 재건축정비사업조합
경기도,양주시,양주시 전체,은현면,양주 용암 영무 예다음 더퍼스트,2027,2027-11,285,일반/국평형,양주용암3지구지역주택조합
울산광역시,울산광역시,울주군,범서읍,울산태화강변지구 A-2블록 공공분양주택,2027,2027-11,277,일반/국평형,한국토지주택공사 부산울산지역본부
전북특별자치도,순창군,순창군 전체,순창읍,대상 웰라움 순창,2027,2027-11,264,일반/국평형,교보자산신탁(주)
울산광역시,울산광역시,울주군,서생면,울산 진하 한양립스 그랑블루,2027,2027-11,212,일반/국평형,진하오션뷰 지역주택조합
부산광역시,부산광역시,동래구,수안동,동래 롯데캐슬 시그니처,2027,2027-11,164,일반/국평형,수안지역주택조합
광주광역시,광주광역시,광산구,하산동,한양립스 에듀포레,2027,2027-11,118,일반/국평형,송정리버파크지역주택조합
경기도,의왕시,의왕시 전체,월암동,의왕월암 A-1블록 신혼희망타운(공공분양) 추가입주자 모집,2027,2027-11,111,일반/국평형,한국토지주택공사 경기남부지역본부
대전광역시,대전광역시,동구,가오동,대전 롯데캐슬 더퍼스트(조합원 취소분),2027,2027-11,89,일반/국평형,가오동2구역 재건축정비사업조합
경기도,구리시,구리시 전체,수택동,구리 한양립스,2027,2027-11,68,일반/국평형,수택지역주택조합
부산광역시,부산광역시,동래구,수안동,동래 롯데캐슬 시그니처(조합원 취소분),2027,2027-11,8,일반/국평형,수안지역주택조합
경기도,의정부시,의정부시 전체,의정부동,더샵 의정부역 링크시티,2027,2027-10,1401,일반/국평형,"(주)링크시티피에프브이,(주)포스코이앤씨"
충청남도,아산시,아산탕정지구,도시개발구역,더샵 탕정인피니티시티 3차,2027,2027-10,975,일반/국평형,한국자산신탁(주)
경기도,양주시,양주시 전체,백석읍,양주 백석 모아엘가 그랑데,2027,2027-10,929,일반/국평형,한아건설 주식회사
대전광역시,대전광역시,서구,괴정동,둔산 엘리프 더센트럴,2027,2027-10,864,일반/국평형,(주)케이티에스테이트
서울특별시,서울특별시,강동구,상일동,고덕강일 대성베르힐,2027,2027-10,613,일반/국평형,디에스종합건설(주)
경상북도,안동시,안동시 전체,용상동,안동 용상 하늘채 리버스카이,2027,2027-10,548,일반/국평형,(주)한국토지신탁
경기도,광명시,광명시 전체,광명5동,광명 롯데캐슬 시그니처,2027,2027-10,533,일반/국평형,광명제9알(R)구역 주택재개발정비사업조합
경기도,화성시,화성시 전체,화성비봉,화성 비봉지구 B1블록 금성백조 예미지2차,2027,2027-10,530,일반/국평형,(주)금성백조건설
부산광역시,부산광역시,강서구,에코델타시티,부산에코델타시티 대방 엘리움 리버뷰,2027,2027-10,470,일반/국평형,디아이건설주식회사
인천광역시,인천광역시,동구,송림동,리아츠 더 인천,2027,2027-10,342,일반/국평형,송림6구역재개발정비사업조합
경기도,과천시,과천시 전체,별양동,프레스티어자이,2027,2027-10,287,일반/국평형,과천주공4단지주택재건축정비사업조합
전라남도,순천시,순천시 전체,용당동,순천 한양립스 파크포레,2027,2027-10,209,일반/국평형,용당더숲지역주택조합
서울특별시,서울특별시,노원구,공릉동,서울공릉지구 공공분양주택,2027,2027-10,209,일반/국평형,한국토지주택공사 서울지역본부
부산광역시,부산광역시,해운대구,재송동,e편한세상 센텀 하이베뉴,2027,2027-10,166,일반/국평형,재송2구역 재건축정비사업조합
경기도,수원시,팔달구,우만동,효성해링턴 플레이스 동수원,2027,2027-10,162,일반/국평형,(주)무궁화신탁
서울특별시,서울특별시,서초구,방배동,아크로 리츠카운티,2027,2027-10,140,일반/국평형,방배삼익아파트 주택재건축정비사업조합
서울특별시,서울특별시,노원구,공릉동,서울공릉 신혼희망타운(공공분양),2027,2027-10,139,일반/국평형,한국토지주택공사 서울지역본부
광주광역시,광주광역시,남구,진월동,진월 더리브 라포레,2027,2027-10,111,일반/국평형,진월동지역주택조합
경기도,화성시,화성시 전체,화성,화성 동탄2 주상복합용지 C28BL 리젠시빌란트(사전청약),2027,2027-10,108,일반/국평형,(주)리젠시빌주택
경기도,성남시,분당구,정자동,더샵 분당티에르원,2027,2027-10,102,일반/국평형,느티마을3단지 리모델링주택조합
서울특별시,서울특별시,노원구,공릉동,서울공릉지구 신혼희망타운(공공분양) 추가 입주자 모집공고,2027,2027-10,3,일반/국평형,한국토지주택공사 서울지역본부
경상북도,포항시,남구,대잠동,힐스테이트 더샵 상생공원 2단지,2027,2027-09,1668,일반/국평형,우리자산신탁 주식회사
대전광역시,대전광역시,유성구,학하동,힐스테이트 도안리버파크 2단지,2027,2027-09,1222,일반/국평형,주식회사 하나자산신탁
충청북도,청주시,상당구,용암동,원봉공원 힐데스하임,2027,2027-09,1211,일반/국평형,주식회사 정각
경상북도,포항시,남구,대잠동,힐스테이트 더샵 상생공원 1단지,2027,2027-09,999,일반/국평형,우리자산신탁 주식회사
경기도,이천시,이천시 전체,안흥동,이천 롯데캐슬 센트럴 페라즈 스카이,2027,2027-09,801,일반/국평형,(주)무궁화신탁
경기도,수원시,장안구,이목동,북수원이목지구 대방 디에트르 더 리체Ⅰ,2027,2027-09,768,일반/국평형,디비이엔씨(주) 외 1
경상남도,김해시,김해시 전체,구산동,김해 구산 롯데캐슬 시그니처,2027,2027-09,714,일반/국평형,대신자산신탁 주식회사
대전광역시,대전광역시,유성구,용계동,도안 푸르지오 디아델 29블록,2027,2027-09,578,일반/국평형,케이비부동산신탁(주)
부산광역시,부산광역시,남구,문현동,문현 푸르지오 트레시엘,2027,2027-09,561,일반/국평형,한국토지주택공사
대전광역시,대전광역시,유성구,용계동,도안 푸르지오 디아델 31블록,2027,2027-09,556,일반/국평형,케이비부동산신탁(주)
대전광역시,대전광역시,중구,대흥동,대전 르에브 스위첸 2단지,2027,2027-09,551,일반/국평형,대흥2구역주택재개발정비사업조합
경기도,가평군,가평군 전체,청평면,청평 수자인 더퍼스트,2027,2027-09,551,일반/국평형,대한토지신탁주식회사
